Jahr,Fachbereich,Personalkategorie,Hochschule,Anzahl
2006,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,55
2006,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,45
2006,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,133
2006,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,242
2006,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,35
2006,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,102
2006,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,181
2006,1.4 Sozialwissenschaften,Professor/-innen,UZH,43
2006,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,163
2006,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,399
2006,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2006,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,6
2006,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,21
2006,2 Wirtschaftswissenschaften,Professor/-innen,UZH,47
2006,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,101
2006,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,306
2006,3 Recht,Professor/-innen,UZH,39
2006,3 Recht,Übrige Dozierende,UZH,88
2006,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,271
2006,4.1 Exakte Wissenschaften,Professor/-innen,UZH,30
2006,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,51
2006,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,171
2006,4.2 Naturwissenschaften,Professor/-innen,UZH,63
2006,4.2 Naturwissenschaften,Übrige Dozierende,UZH,120
2006,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,637
2006,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2006,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,3
2006,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,3
2006,5.1 Humanmedizin,Professor/-innen,UZH,111
2006,5.1 Humanmedizin,Übrige Dozierende,UZH,887
2006,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,800
2006,5.2 Zahnmedizin,Professor/-innen,UZH,6
2006,5.2 Zahnmedizin,Übrige Dozierende,UZH,35
2006,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,110
2006,5.3 Veterinärmedizin,Professor/-innen,UZH,21
2006,5.3 Veterinärmedizin,Übrige Dozierende,UZH,45
2006,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,301
2006,5.4 Pharmazie,Professor/-innen,UZH,0
2006,5.4 Pharmazie,Übrige Dozierende,UZH,0
2006,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2006,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
2006,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
2006,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2006,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
2006,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
2006,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2006,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
2006,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
2006,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2006,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
2006,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
2006,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2006,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2006,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2006,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2006,7 Interdisziplinäre und Andere,Professor/-innen,UZH,3
2006,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,21
2006,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,28
2006,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
2006,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
2006,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2006,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
2006,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
2006,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2006,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
2006,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
2006,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2006,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
2006,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
2006,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2006,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
2006,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,0
2006,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,6
2006,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
2006,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
2006,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2006,8.1 Zentrale Verwaltung,Professor/-innen,UZH,2
2006,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,5
2006,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,50
2006,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
2006,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
2006,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
2006,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
2006,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
2006,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
2006,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
2006,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,0
2006,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,UZH,30
2007,1.1 Theologie,Professor/-innen,UZH,14
2007,1.1 Theologie,Übrige Dozierende,UZH,22
2007,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,72
2007,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,46
2007,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,133
2007,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,256
2007,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,37
2007,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,113
2007,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,201
2007,1.4 Sozialwissenschaften,Professor/-innen,UZH,43
2007,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,169
2007,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,399
2007,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2007,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,8
2007,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,14
2007,2 Wirtschaftswissenschaften,Professor/-innen,UZH,47
2007,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,119
2007,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,342
2007,3 Recht,Professor/-innen,UZH,39
2007,3 Recht,Übrige Dozierende,UZH,76
2007,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,282
2007,4.1 Exakte Wissenschaften,Professor/-innen,UZH,30
2007,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,63
2007,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,189
2007,4.2 Naturwissenschaften,Professor/-innen,UZH,67
2007,4.2 Naturwissenschaften,Übrige Dozierende,UZH,128
2007,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,667
2007,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2007,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,3
2007,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,3
2007,5.1 Humanmedizin,Professor/-innen,UZH,118
2007,5.1 Humanmedizin,Übrige Dozierende,UZH,1047
2007,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,833
2007,5.2 Zahnmedizin,Professor/-innen,UZH,7
2007,5.2 Zahnmedizin,Übrige Dozierende,UZH,37
2007,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,105
2007,5.3 Veterinärmedizin,Professor/-innen,UZH,25
2007,5.3 Veterinärmedizin,Übrige Dozierende,UZH,46
2007,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,299
2007,5.4 Pharmazie,Professor/-innen,UZH,0
2007,5.4 Pharmazie,Übrige Dozierende,UZH,0
2007,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2007,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
2007,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
2007,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2007,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
2007,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
2007,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2007,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
2007,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
2007,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2007,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
2007,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
2007,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2007,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2007,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2007,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2007,7 Interdisziplinäre und Andere,Professor/-innen,UZH,3
2007,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,24
2007,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,29
2007,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
2007,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
2007,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2007,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
2007,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
2007,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2007,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
2007,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
2007,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2007,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
2007,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
2007,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2007,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
2007,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,0
2007,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,7
2007,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
2007,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
2007,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2007,8.1 Zentrale Verwaltung,Professor/-innen,UZH,2
2007,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,6
2007,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,51
2007,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
2007,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
2007,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
2007,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
2007,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
2007,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
2007,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
2007,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,1
2007,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,UZH,39
2008,1.1 Theologie,Professor/-innen,UZH,14
2008,1.1 Theologie,Übrige Dozierende,UZH,23
2008,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,74
2008,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,51
2008,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,141
2008,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,278
2008,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,36
2008,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,122
2008,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,211
2008,1.4 Sozialwissenschaften,Professor/-innen,UZH,46
2008,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,181
2008,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,424
2008,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,1
2008,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,6
2008,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,27
2008,2 Wirtschaftswissenschaften,Professor/-innen,UZH,49
2008,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,113
2008,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,351
2008,3 Recht,Professor/-innen,UZH,39
2008,3 Recht,Übrige Dozierende,UZH,74
2008,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,281
2008,4.1 Exakte Wissenschaften,Professor/-innen,UZH,30
2008,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,58
2008,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,188
2008,4.2 Naturwissenschaften,Professor/-innen,UZH,67
2008,4.2 Naturwissenschaften,Übrige Dozierende,UZH,132
2008,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,734
2008,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2008,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,3
2008,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,5
2008,5.1 Humanmedizin,Professor/-innen,UZH,124
2008,5.1 Humanmedizin,Übrige Dozierende,UZH,1125
2008,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,878
2008,5.2 Zahnmedizin,Professor/-innen,UZH,7
2008,5.2 Zahnmedizin,Übrige Dozierende,UZH,51
2008,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,112
2008,5.3 Veterinärmedizin,Professor/-innen,UZH,26
2008,5.3 Veterinärmedizin,Übrige Dozierende,UZH,49
2008,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,325
2008,5.4 Pharmazie,Professor/-innen,UZH,0
2008,5.4 Pharmazie,Übrige Dozierende,UZH,0
2008,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2008,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
2008,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
2008,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2008,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
2008,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
2008,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2008,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
2008,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
2008,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2008,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
2008,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
2008,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2008,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2008,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2008,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2008,7 Interdisziplinäre und Andere,Professor/-innen,UZH,2
2008,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,26
2008,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,28
2008,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
2008,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
2008,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2008,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
2008,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
2008,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2008,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
2008,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
2008,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2008,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
2008,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
2008,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2008,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
2008,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,0
2008,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,9
2008,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
2008,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
2008,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2008,8.1 Zentrale Verwaltung,Professor/-innen,UZH,3
2008,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,6
2008,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,53
2008,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
2008,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
2008,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
2008,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
2008,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
2008,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,2
